Order_ID,Date,Customer_Name,City,Product,Category,Quantity,Sales,Cost,Profit
1054,2025-06-02,Neha Verma,Kolkata,Headphones,Electronics,3,23031,19014,4017
1055,2025-03-10,Neha Verma,Delhi,Sofa,Furniture,3,16607,8630,7977
1056,2025-02-15,Neha Verma,Mumbai,Sofa,Furniture,4,23319,18208,5111
1057,2025-04-17,Priya Sen,Delhi,Chair,Furniture,4,12959,9577,3382
1058,2025-02-21,Suman Ghosh,Delhi,Table,Furniture,5,32153,29164,2989
1059,2025-05-17,Ankit Sharma,Siliguri,Table,Furniture,3,13494,12930,564
1060,2025-02-22,Neha Verma,Siliguri,Laptop,Electronics,2,10568,3451,7117
1061,2025-03-15,Priya Sen,Mumbai,Laptop,Electronics,5,25166,24265,901
1062,2025-03-17,Amit Roy,Mumbai,Sofa,Furniture,4,26849,23749,3100
1063,2025-03-19,Neha Verma,Delhi,Chair,Furniture,4,10534,1596,8938
1064,2025-04-06,Suman Ghosh,Kolkata,Mobile,Electronics,1,37654,37192,462
1065,2025-02-10,Amit Roy,Chennai,Sofa,Furniture,3,22853,13383,9470
1066,2025-03-18,Neha Verma,Siliguri,Sofa,Furniture,2,36316,34766,1550
1067,2025-03-31,Neha Verma,Delhi,Sofa,Furniture,5,34154,24391,9763
1068,2025-05-18,Rahul Das,Mumbai,Table,Furniture,2,21642,20984,658
1069,2025-06-13,Neha Verma,Chennai,Bed,Furniture,2,14017,6784,7233
1070,2025-02-03,Amit Roy,Kolkata,Sofa,Furniture,4,25252,17766,7486
1071,2025-06-26,Rahul Das,Chennai,Laptop,Electronics,5,5308,4848,460
1072,2025-05-14,Rahul Das,Chennai,Jeans,Clothing,4,20085,15323,4762
1073,2025-04-10,Ankit Sharma,Mumbai,Table,Furniture,2,26495,18996,7499
1074,2025-02-10,Suman Ghosh,Bangalore,Laptop,Electronics,2,15064,13869,1195
1075,2025-02-23,Amit Roy,Bangalore,Sofa,Furniture,1,24595,18899,5696
1076,2025-03-07,Amit Roy,Bangalore,Bed,Furniture,5,30769,29976,793
1077,2025-01-30,Ankit Sharma,Delhi,Table,Furniture,1,19675,12974,6701
1078,2025-06-01,Rahul Das,Bangalore,Chair,Furniture,2,41480,32983,8497
1079,2025-06-09,Rahul Das,Mumbai,Laptop,Electronics,1,38798,34776,4022
1080,2025-03-08,Suman Ghosh,Mumbai,Jacket,Clothing,3,19529,11394,8135
1081,2025-02-10,Ankit Sharma,Siliguri,Sofa,Furniture,3,17824,11778,6046
1082,2025-04-22,Neha Verma,Delhi,Mobile,Electronics,2,27395,23986,3409
1083,2025-05-27,Suman Ghosh,Bangalore,Bed,Furniture,4,20369,17102,3267
1084,2025-06-02,Neha Verma,Mumbai,T-shirt,Clothing,5,46446,38799,7647
1085,2025-06-21,Neha Verma,Bangalore,Laptop,Electronics,1,23293,22189,1104
1086,2025-02-26,Neha Verma,Chennai,Table,Furniture,3,9895,6444,3451
1087,2025-02-05,Priya Sen,Bangalore,Table,Furniture,4,44483,37827,6656
1088,2025-06-07,Ankit Sharma,Kolkata,Sofa,Furniture,3,45402,38669,6733
1089,2025-03-22,Ankit Sharma,Bangalore,Mobile,Electronics,5,7764,5641,2123
1090,2025-03-29,Rahul Das,Bangalore,Jacket,Clothing,3,40803,33230,7573
1091,2025-03-26,Rahul Das,Chennai,Tablet,Electronics,3,4596,3784,812
1092,2025-05-09,Neha Verma,Mumbai,Mobile,Electronics,1,38880,32186,6694
1093,2025-01-11,Amit Roy,Chennai,Jeans,Clothing,4,24116,14166,9950
1094,2025-02-18,Rahul Das,Mumbai,Jeans,Clothing,3,41014,36568,4446
1095,2025-05-15,Neha Verma,Delhi,Headphones,Electronics,1,15649,11733,3916
1096,2025-04-26,Rahul Das,Bangalore,Tablet,Electronics,4,39586,30826,8760
1097,2025-01-22,Neha Verma,Chennai,Mobile,Electronics,3,32344,29018,3326
1098,2025-05-25,Priya Sen,Siliguri,Mobile,Electronics,2,41658,39328,2330
1099,2025-01-04,Amit Roy,Siliguri,Chair,Furniture,1,33817,24086,9731
1100,2025-06-17,Rahul Das,Siliguri,Tablet,Electronics,4,19207,10793,8414
1101,2025-04-06,Neha Verma,Bangalore,Sofa,Furniture,5,29521,28791,730
1102,2025-03-06,Suman Ghosh,Kolkata,Jacket,Clothing,1,15157,8475,6682
1103,2025-01-22,Priya Sen,Siliguri,Laptop,Electronics,5,19052,11849,7203
1104,2025-01-17,Amit Roy,Delhi,Table,Furniture,5,8942,7455,1487
1105,2025-05-08,Amit Roy,Delhi,Jacket,Clothing,3,34226,24969,9257
1106,2025-02-26,Suman Ghosh,Mumbai,T-shirt,Clothing,3,30713,28823,1890
1107,2025-03-08,Priya Sen,Mumbai,Jacket,Clothing,1,21228,11789,9439
1108,2025-03-25,Amit Roy,Mumbai,Tablet,Electronics,2,31767,24124,7643
1109,2025-04-22,Suman Ghosh,Siliguri,Chair,Furniture,3,3269,2639,630
1110,2025-01-29,Rahul Das,Delhi,Chair,Furniture,3,7425,622,6803
1111,2025-03-19,Suman Ghosh,Delhi,Bed,Furniture,4,19396,11322,8074
1112,2025-04-01,Rahul Das,Siliguri,Jacket,Clothing,2,19965,12151,7814
1113,2025-03-19,Suman Ghosh,Bangalore,Shirt,Clothing,4,16871,13298,3573
1114,2025-05-12,Priya Sen,Mumbai,Jacket,Clothing,2,38928,36829,2099
1115,2025-06-21,Amit Roy,Delhi,Chair,Furniture,4,26592,18674,7918
1116,2025-04-02,Ankit Sharma,Mumbai,Headphones,Electronics,5,25723,16742,8981
1117,2025-05-02,Amit Roy,Mumbai,Headphones,Electronics,5,26956,20022,6934
1118,2025-02-09,Priya Sen,Siliguri,Chair,Furniture,1,16019,12551,3468
1119,2025-01-24,Amit Roy,Bangalore,Laptop,Electronics,4,9777,6962,2815
1120,2025-02-25,Priya Sen,Kolkata,Laptop,Electronics,3,31317,27351,3966
1121,2025-02-28,Amit Roy,Delhi,Laptop,Electronics,3,10047,2292,7755
1122,2025-06-15,Ankit Sharma,Mumbai,Jeans,Clothing,4,10651,9421,1230
1123,2025-03-07,Neha Verma,Siliguri,Mobile,Electronics,4,24802,15817,8985
1124,2025-03-25,Priya Sen,Kolkata,Bed,Furniture,5,8229,3916,4313
1125,2025-06-17,Ankit Sharma,Chennai,Mobile,Electronics,5,17145,13152,3993
1126,2025-03-04,Priya Sen,Chennai,Table,Furniture,1,41367,34298,7069
1127,2025-04-09,Ankit Sharma,Delhi,Jacket,Clothing,3,24898,24144,754
1128,2025-04-05,Priya Sen,Chennai,Mobile,Electronics,3,46029,36680,9349
1129,2025-02-12,Ankit Sharma,Mumbai,Headphones,Electronics,2,32839,29386,3453
1130,2025-02-20,Suman Ghosh,Chennai,Mobile,Electronics,4,12494,7363,5131
1131,2025-03-10,Suman Ghosh,Siliguri,Laptop,Electronics,3,34475,29602,4873
1132,2025-04-30,Neha Verma,Siliguri,Jacket,Clothing,1,27836,20442,7394
1133,2025-06-04,Priya Sen,Mumbai,Bed,Furniture,3,19087,17619,1468
1134,2025-03-18,Suman Ghosh,Mumbai,Sofa,Furniture,5,31907,26379,5528
1135,2025-01-31,Amit Roy,Siliguri,Shirt,Clothing,5,24388,15852,8536
1136,2025-01-26,Rahul Das,Chennai,Laptop,Electronics,5,5273,574,4699
1137,2025-01-17,Ankit Sharma,Kolkata,Table,Furniture,3,37415,28729,8686
1138,2025-04-15,Suman Ghosh,Delhi,T-shirt,Clothing,3,32044,29767,2277
1139,2025-05-04,Ankit Sharma,Chennai,Shirt,Clothing,5,19811,14101,5710
1140,2025-06-05,Rahul Das,Bangalore,Shirt,Clothing,3,5627,963,4664
1141,2025-02-09,Ankit Sharma,Bangalore,Laptop,Electronics,4,46627,37881,8746
1142,2025-02-18,Priya Sen,Kolkata,Bed,Furniture,3,16029,13017,3012
1143,2025-06-29,Ankit Sharma,Kolkata,T-shirt,Clothing,4,30822,25495,5327
1144,2025-01-22,Suman Ghosh,Bangalore,Laptop,Electronics,2,43162,34706,8456
1145,2025-06-10,Neha Verma,Mumbai,Bed,Furniture,2,13307,8115,5192
1146,2025-04-26,Neha Verma,Bangalore,Mobile,Electronics,3,18322,11503,6819
1147,2025-02-26,Rahul Das,Mumbai,Table,Furniture,4,26254,25992,262
1148,2025-02-04,Ankit Sharma,Siliguri,Chair,Furniture,5,40205,37795,2410
1149,2025-01-01,Rahul Das,Chennai,Bed,Furniture,4,15516,7742,7774
1150,2025-06-23,Suman Ghosh,Mumbai,Laptop,Electronics,1,46384,39546,6838
1151,2025-05-28,Neha Verma,Chennai,Mobile,Electronics,5,18854,16962,1892
1152,2025-06-20,Amit Roy,Siliguri,Laptop,Electronics,3,32780,31838,942
1153,2025-04-18,Ankit Sharma,Bangalore,Sofa,Furniture,1,14693,10086,4607
1154,2025-05-10,Rahul Das,Siliguri,Bed,Furniture,2,39078,35089,3989
1155,2025-02-10,Rahul Das,Mumbai,Jeans,Clothing,4,16568,14871,1697
1156,2025-01-04,Ankit Sharma,Bangalore,T-shirt,Clothing,1,42227,35743,6484
1157,2025-04-05,Priya Sen,Chennai,Chair,Furniture,3,5085,1745,3340
1158,2025-03-14,Rahul Das,Bangalore,Jacket,Clothing,2,27899,21856,6043
1159,2025-01-24,Ankit Sharma,Bangalore,T-shirt,Clothing,5,28303,19388,8915
1160,2025-01-19,Ankit Sharma,Kolkata,Laptop,Electronics,2,45805,39207,6598
1161,2025-04-20,Amit Roy,Mumbai,Shirt,Clothing,5,9132,808,8324
1162,2025-01-13,Priya Sen,Siliguri,T-shirt,Clothing,3,5356,739,4617
1163,2025-05-29,Amit Roy,Delhi,Mobile,Electronics,5,27984,27619,365
1164,2025-05-18,Neha Verma,Mumbai,Chair,Furniture,5,2374,1847,527
1165,2025-06-08,Neha Verma,Delhi,Table,Furniture,4,22110,18427,3683
1166,2025-01-26,Neha Verma,Kolkata,Jeans,Clothing,1,11393,3137,8256
1167,2025-03-10,Rahul Das,Delhi,Shirt,Clothing,3,21323,14659,6664
1168,2025-05-10,Neha Verma,Delhi,T-shirt,Clothing,1,30812,21213,9599
1169,2025-06-11,Rahul Das,Delhi,Mobile,Electronics,3,29426,23698,5728
1170,2025-04-20,Ankit Sharma,Kolkata,Laptop,Electronics,5,11480,3335,8145
1171,2025-04-20,Suman Ghosh,Siliguri,Sofa,Furniture,5,8322,7352,970
1172,2025-03-20,Ankit Sharma,Mumbai,Laptop,Electronics,2,8123,7855,268
1173,2025-04-14,Ankit Sharma,Chennai,Jacket,Clothing,4,32265,30957,1308
1174,2025-06-25,Suman Ghosh,Delhi,Laptop,Electronics,2,12677,8331,4346
1175,2025-02-05,Suman Ghosh,Mumbai,Laptop,Electronics,3,44583,37727,6856
1176,2025-06-03,Rahul Das,Chennai,Laptop,Electronics,1,28944,19132,9812
1177,2025-05-01,Amit Roy,Chennai,Sofa,Furniture,4,30889,23977,6912
1178,2025-03-16,Amit Roy,Siliguri,T-shirt,Clothing,4,42177,38251,3926
1179,2025-06-28,Ankit Sharma,Siliguri,Bed,Furniture,2,31973,28528,3445
1180,2025-03-30,Ankit Sharma,Delhi,Shirt,Clothing,2,42431,34593,7838
1181,2025-02-28,Amit Roy,Bangalore,Jeans,Clothing,3,13255,5805,7450
1182,2025-05-27,Neha Verma,Siliguri,Tablet,Electronics,5,9566,8595,971
1183,2025-03-14,Amit Roy,Bangalore,Table,Furniture,2,14492,8922,5570
1184,2025-06-20,Suman Ghosh,Mumbai,Tablet,Electronics,5,12308,8460,3848
1185,2025-06-08,Amit Roy,Delhi,Chair,Furniture,1,22540,12606,9934
1186,2025-01-29,Rahul Das,Chennai,Chair,Furniture,4,16568,7262,9306
1187,2025-01-29,Amit Roy,Bangalore,Shirt,Clothing,3,42284,33300,8984
1188,2025-03-19,Priya Sen,Delhi,Headphones,Electronics,4,42338,37640,4698
1189,2025-01-04,Amit Roy,Mumbai,Table,Furniture,4,31517,28389,3128
1190,2025-06-21,Priya Sen,Mumbai,Table,Furniture,2,24101,23421,680
1191,2025-05-23,Amit Roy,Mumbai,Laptop,Electronics,1,34784,25300,9484
1192,2025-05-22,Neha Verma,Chennai,Jeans,Clothing,1,25568,15773,9795
1193,2025-02-05,Priya Sen,Delhi,Mobile,Electronics,1,27987,23012,4975
1194,2025-06-10,Ankit Sharma,Kolkata,Laptop,Electronics,5,15130,7410,7720
1195,2025-03-31,Ankit Sharma,Siliguri,Jeans,Clothing,5,38145,36537,1608
1196,2025-04-25,Ankit Sharma,Delhi,Bed,Furniture,2,45459,37197,8262
1197,2025-06-07,Amit Roy,Chennai,Jacket,Clothing,1,38823,30287,8536
1198,2025-04-21,Rahul Das,Siliguri,Sofa,Furniture,5,37710,32190,5520
1199,2025-02-14,Rahul Das,Chennai,Tablet,Electronics,2,15717,7464,8253
1200,2025-02-27,Suman Ghosh,Mumbai,Bed,Furniture,4,24759,23652,1107
1201,2025-02-22,Neha Verma,Siliguri,Laptop,Electronics,2,16223,12167,4056
1202,2025-06-26,Neha Verma,Siliguri,Headphones,Electronics,4,42955,36461,6494
1203,2025-05-08,Ankit Sharma,Chennai,Laptop,Electronics,2,42321,37405,4916
1204,2025-04-20,Amit Roy,Siliguri,T-shirt,Clothing,3,17090,8234,8856
1205,2025-06-02,Rahul Das,Siliguri,Tablet,Electronics,1,36536,36292,244
1206,2025-01-15,Rahul Das,Delhi,Mobile,Electronics,1,25199,21894,3305
1207,2025-06-12,Amit Roy,Siliguri,Jeans,Clothing,1,20101,13387,6714
1208,2025-02-19,Priya Sen,Delhi,Headphones,Electronics,1,17723,15508,2215
1209,2025-02-19,Rahul Das,Delhi,Shirt,Clothing,3,6242,1764,4478
1210,2025-02-26,Rahul Das,Bangalore,Sofa,Furniture,4,28104,26439,1665
1211,2025-02-21,Priya Sen,Kolkata,Tablet,Electronics,3,35453,32548,2905
1212,2025-04-02,Suman Ghosh,Chennai,Tablet,Electronics,2,27206,26061,1145
1213,2025-04-29,Amit Roy,Kolkata,Jacket,Clothing,2,36735,28620,8115
1214,2025-01-19,Priya Sen,Kolkata,Shirt,Clothing,1,4952,725,4227
1215,2025-06-14,Ankit Sharma,Delhi,Jacket,Clothing,4,39703,38168,1535
1216,2025-03-04,Priya Sen,Siliguri,Tablet,Electronics,2,40308,35395,4913
1217,2025-06-28,Amit Roy,Chennai,Chair,Furniture,1,39371,30592,8779
1218,2025-03-02,Suman Ghosh,Siliguri,Mobile,Electronics,3,38080,31514,6566
1219,2025-05-19,Rahul Das,Mumbai,Bed,Furniture,4,5252,4128,1124
1220,2025-03-02,Rahul Das,Chennai,Shirt,Clothing,4,37473,29095,8378
1221,2025-01-22,Suman Ghosh,Delhi,Tablet,Electronics,4,31252,21931,9321
1222,2025-05-31,Neha Verma,Chennai,T-shirt,Clothing,4,23608,16947,6661
1223,2025-04-11,Suman Ghosh,Delhi,Tablet,Electronics,4,22453,16227,6226
1224,2025-04-03,Priya Sen,Mumbai,Shirt,Clothing,4,34532,26239,8293
1225,2025-06-27,Priya Sen,Chennai,Table,Furniture,2,35437,26895,8542
1226,2025-05-18,Amit Roy,Delhi,Chair,Furniture,2,33451,29084,4367
1227,2025-03-26,Suman Ghosh,Siliguri,Sofa,Furniture,4,45687,36624,9063
1228,2025-01-07,Rahul Das,Kolkata,Jacket,Clothing,2,32515,31959,556
1229,2025-05-05,Suman Ghosh,Kolkata,T-shirt,Clothing,4,24411,19287,5124
1230,2025-06-21,Suman Ghosh,Bangalore,T-shirt,Clothing,1,33488,23738,9750
1231,2025-03-16,Ankit Sharma,Mumbai,Chair,Furniture,1,25612,18211,7401
1232,2025-01-08,Amit Roy,Mumbai,Bed,Furniture,1,13372,8717,4655
1233,2025-04-03,Priya Sen,Bangalore,Table,Furniture,2,13172,9097,4075
1234,2025-06-13,Neha Verma,Bangalore,Tablet,Electronics,2,22923,19941,2982
1235,2025-06-15,Ankit Sharma,Kolkata,Sofa,Furniture,1,19813,14605,5208
1236,2025-03-06,Amit Roy,Bangalore,Jeans,Clothing,4,21375,16067,5308
1237,2025-05-07,Ankit Sharma,Chennai,Laptop,Electronics,1,20359,18028,2331
1238,2025-06-16,Ankit Sharma,Chennai,Tablet,Electronics,2,14873,8486,6387
1239,2025-03-24,Neha Verma,Bangalore,Tablet,Electronics,1,9840,7220,2620
1240,2025-04-21,Suman Ghosh,Siliguri,Laptop,Electronics,4,15549,5867,9682
1241,2025-04-09,Rahul Das,Siliguri,Laptop,Electronics,5,24018,16991,7027
1242,2025-02-06,Ankit Sharma,Mumbai,T-shirt,Clothing,1,34689,31564,3125
1243,2025-02-03,Priya Sen,Kolkata,Sofa,Furniture,2,45843,38271,7572
1244,2025-04-08,Amit Roy,Delhi,Chair,Furniture,2,1715,1212,503
1245,2025-02-22,Amit Roy,Bangalore,Chair,Furniture,1,30724,25412,5312
1246,2025-06-24,Suman Ghosh,Kolkata,Headphones,Electronics,1,24917,22694,2223
1247,2025-02-03,Rahul Das,Siliguri,Tablet,Electronics,2,14194,13213,981
1248,2025-03-26,Neha Verma,Chennai,Laptop,Electronics,5,13704,9534,4170
1249,2025-04-01,Rahul Das,Chennai,Laptop,Electronics,1,24837,23101,1736
1250,2025-04-23,Neha Verma,Delhi,Mobile,Electronics,4,26740,22583,4157
1251,2025-05-14,Priya Sen,Chennai,Table,Furniture,4,32596,29062,3534
1252,2025-03-02,Neha Verma,Siliguri,Shirt,Clothing,5,18287,11645,6642
1253,2025-02-14,Ankit Sharma,Bangalore,Table,Furniture,1,29172,28565,607
1254,2025-02-18,Neha Verma,Mumbai,Table,Furniture,4,34291,25496,8795
1255,2025-01-05,Ankit Sharma,Bangalore,Shirt,Clothing,2,26137,24702,1435
1256,2025-04-19,Amit Roy,Mumbai,Jeans,Clothing,1,28997,24128,4869
1257,2025-06-17,Rahul Das,Mumbai,Jacket,Clothing,4,34383,28088,6295
1258,2025-04-05,Amit Roy,Siliguri,Laptop,Electronics,5,13234,5519,7715
1259,2025-01-04,Suman Ghosh,Siliguri,Shirt,Clothing,5,14649,12769,1880
1260,2025-01-18,Rahul Das,Bangalore,Shirt,Clothing,3,16087,9654,6433
1261,2025-03-22,Amit Roy,Chennai,Bed,Furniture,5,39971,37964,2007
1262,2025-05-04,Ankit Sharma,Siliguri,Jacket,Clothing,2,27017,24843,2174
1263,2025-03-04,Neha Verma,Kolkata,Headphones,Electronics,3,25093,23310,1783
1264,2025-02-27,Amit Roy,Chennai,Shirt,Clothing,5,11679,5072,6607
1265,2025-04-25,Priya Sen,Mumbai,Table,Furniture,1,34316,30243,4073
1266,2025-05-10,Suman Ghosh,Bangalore,Mobile,Electronics,3,12712,4467,8245
1267,2025-01-01,Neha Verma,Delhi,Sofa,Furniture,3,32623,23148,9475
1268,2025-01-02,Neha Verma,Bangalore,Headphones,Electronics,1,38476,29176,9300
1269,2025-01-28,Ankit Sharma,Mumbai,Bed,Furniture,4,37505,32835,4670
1270,2025-01-14,Rahul Das,Kolkata,Jeans,Clothing,3,24913,20236,4677
1271,2025-04-06,Amit Roy,Chennai,Laptop,Electronics,2,42095,34054,8041
1272,2025-03-09,Ankit Sharma,Siliguri,Jeans,Clothing,4,29919,26958,2961
1273,2025-03-06,Rahul Das,Siliguri,Chair,Furniture,1,22350,19282,3068
1274,2025-05-17,Rahul Das,Chennai,Table,Furniture,2,5303,4929,374
1275,2025-06-15,Neha Verma,Mumbai,Bed,Furniture,5,20798,14152,6646
1276,2025-06-02,Neha Verma,Siliguri,Jacket,Clothing,5,13880,6399,7481
1277,2025-06-30,Rahul Das,Chennai,Chair,Furniture,2,21339,14789,6550
1278,2025-05-28,Neha Verma,Siliguri,Bed,Furniture,1,24906,24310,596
1279,2025-02-20,Priya Sen,Siliguri,Mobile,Electronics,4,37465,29857,7608
1280,2025-04-11,Rahul Das,Mumbai,Jacket,Clothing,5,36037,30753,5284
1281,2025-01-25,Amit Roy,Mumbai,Bed,Furniture,1,14711,10933,3778
1282,2025-03-14,Suman Ghosh,Mumbai,Laptop,Electronics,5,18238,16503,1735
1283,2025-05-21,Suman Ghosh,Bangalore,Jacket,Clothing,1,24562,17144,7418
1284,2025-04-26,Amit Roy,Siliguri,Shirt,Clothing,4,24636,23196,1440
1285,2025-02-18,Rahul Das,Chennai,Tablet,Electronics,3,21743,20178,1565
1286,2025-06-11,Priya Sen,Chennai,Sofa,Furniture,2,45643,36386,9257
1287,2025-02-14,Rahul Das,Bangalore,Table,Furniture,1,12760,8002,4758
1288,2025-01-12,Priya Sen,Bangalore,T-shirt,Clothing,3,24283,15492,8791
1289,2025-06-09,Priya Sen,Siliguri,T-shirt,Clothing,4,41819,38586,3233
1290,2025-06-04,Rahul Das,Bangalore,Bed,Furniture,1,12513,3084,9429
1291,2025-02-09,Priya Sen,Delhi,Bed,Furniture,3,11683,9562,2121
1292,2025-02-09,Suman Ghosh,Bangalore,T-shirt,Clothing,3,8326,3526,4800
1293,2025-02-11,Amit Roy,Siliguri,Laptop,Electronics,3,39769,33886,5883
1294,2025-01-02,Suman Ghosh,Chennai,Table,Furniture,2,35326,29717,5609
1295,2025-05-15,Priya Sen,Chennai,T-shirt,Clothing,5,15217,8733,6484
1296,2025-05-30,Rahul Das,Delhi,Table,Furniture,3,34441,33707,734
1297,2025-06-16,Ankit Sharma,Bangalore,Bed,Furniture,5,26466,23522,2944
1298,2025-01-29,Suman Ghosh,Chennai,Table,Furniture,1,39832,38026,1806
1299,2025-01-02,Amit Roy,Mumbai,Jeans,Clothing,5,33130,29007,4123
1300,2025-01-01,Neha Verma,Siliguri,Chair,Furniture,5,11617,7916,3701
1301,2025-02-18,Priya Sen,Kolkata,Table,Furniture,4,41741,35861,5880
1302,2025-06-11,Ankit Sharma,Bangalore,Table,Furniture,5,35549,28686,6863
1303,2025-03-02,Neha Verma,Siliguri,Chair,Furniture,4,17966,10391,7575
1304,2025-05-12,Rahul Das,Kolkata,Jeans,Clothing,3,33462,29176,4286
1305,2025-02-28,Neha Verma,Siliguri,Mobile,Electronics,1,44936,37632,7304
1306,2025-02-13,Suman Ghosh,Mumbai,T-shirt,Clothing,3,15758,8280,7478
1307,2025-05-13,Amit Roy,Bangalore,Jacket,Clothing,3,6139,5277,862
1308,2025-06-26,Amit Roy,Kolkata,Jeans,Clothing,5,36061,35068,993
1309,2025-05-29,Ankit Sharma,Bangalore,Jacket,Clothing,4,31261,21816,9445
1310,2025-02-28,Priya Sen,Chennai,Chair,Furniture,2,24184,23969,215
1311,2025-03-05,Amit Roy,Siliguri,Chair,Furniture,4,8488,2435,6053
1312,2025-01-14,Suman Ghosh,Mumbai,Laptop,Electronics,4,14134,9637,4497
1313,2025-04-04,Neha Verma,Delhi,Chair,Furniture,5,11382,2843,8539
1314,2025-03-10,Priya Sen,Siliguri,Tablet,Electronics,5,42951,33197,9754
1315,2025-06-14,Neha Verma,Kolkata,Mobile,Electronics,3,12605,11501,1104
1316,2025-05-22,Priya Sen,Kolkata,Sofa,Furniture,5,8864,2932,5932
